crop_name,season,region,year,area_hectares,rainfall_mm,temperature_celsius,fertilizer_amount_kg,actual_yield_kg
sorghum,belg,Sidama,2021,10.89,1052.7,25.4,176.1,28761.3
chickpea,meher,Sidama,2022,12.24,402.2,10.6,166.6,15708.9
maize,belg,Oromia,2018,19.97,469.4,32.4,198.8,68224.9
wheat,meher,Afar,2021,2.61,620.0,28.0,178.9,8390.8
coffee,meher,Amhara,2015,18.41,781.8,22.8,80.1,20617.9
wheat,belg,SNNPR,2019,10.16,693.3,25.4,85.8,20032.2
teff,meher,Afar,2019,5.84,1481.5,20.4,169.0,10559.5
maize,meher,Afar,2019,12.09,1159.9,23.7,8.4,42157.1
teff,belg,Tigray,2023,3.34,707.2,21.1,82.7,5735.1
sorghum,belg,Sidama,2017,18.42,1239.9,33.7,109.2,39754.8
sorghum,belg,Afar,2024,11.22,767.4,22.7,113.4,22817.4
coffee,belg,Sidama,2019,19.59,1505.4,11.2,24.8,16279.0
wheat,meher,Oromia,2022,19.9,669.6,33.2,177.8,55602.7
chickpea,meher,Tigray,2015,4.93,1194.0,28.8,111.0,7175.3
sesame,meher,Tigray,2020,5.35,1763.8,26.2,20.0,5298.2
teff,belg,Tigray,2015,1.46,1191.2,26.3,60.2,2404.2
wheat,belg,Sidama,2024,5.38,370.4,33.0,199.7,13147.2
sesame,belg,Tigray,2021,1.48,1483.8,16.6,2.9,1218.4
barley,belg,Tigray,2020,10.06,964.6,23.4,5.8,12309.0
coffee,meher,Amhara,2023,16.2,343.3,13.3,171.4,18099.3
coffee,belg,Tigray,2021,15.77,1581.4,14.6,83.7,20454.4
sesame,belg,Sidama,2024,7.27,1688.0,10.2,186.4,9529.7
sesame,meher,Amhara,2016,3.91,741.2,34.1,159.6,2732.6
chickpea,belg,Tigray,2017,15.39,1219.9,19.8,20.7,22088.9
wheat,belg,Afar,2016,2.3,1666.1,31.3,163.1,6922.6
sesame,meher,Oromia,2023,0.79,1011.9,22.9,79.2,913.8
chickpea,meher,Amhara,2016,3.87,1193.3,33.5,88.8,5080.8
barley,belg,Amhara,2021,15.95,1579.1,26.0,85.0,35417.6
wheat,meher,Amhara,2015,4.48,676.8,28.4,176.9,11146.6
sesame,meher,Tigray,2023,7.33,1528.5,14.2,196.7,10697.0
wheat,belg,Amhara,2016,13.6,1342.1,15.8,64.9,36354.1
barley,meher,Oromia,2021,5.46,1279.2,17.1,93.4,14379.9
wheat,meher,Oromia,2016,3.23,590.3,33.4,196.9,8199.7
chickpea,meher,Tigray,2022,18.07,897.2,15.2,132.9,28350.1
wheat,belg,Amhara,2015,4.24,1548.9,23.5,137.0,14184.3
coffee,meher,Afar,2023,1.69,1570.2,25.2,77.4,1846.2
sorghum,meher,SNNPR,2020,14.44,591.5,19.7,198.9,38164.8
wheat,belg,Sidama,2018,6.95,644.3,17.6,7.2,15619.8
maize,meher,Afar,2021,9.09,1057.7,22.9,13.4,18543.6
barley,belg,SNNPR,2020,5.6,941.2,30.6,42.1,12323.1
coffee,meher,Tigray,2024,12.58,975.5,29.6,21.4,9894.9
coffee,meher,Afar,2024,2.9,1104.9,34.0,102.5,2743.1
barley,belg,Sidama,2024,11.8,1782.3,23.2,155.3,34304.1
teff,belg,SNNPR,2022,11.79,499.3,22.0,54.8,14895.2
chickpea,meher,SNNPR,2021,5.03,1515.3,31.5,197.3,6669.4
barley,meher,SNNPR,2017,18.14,1547.5,26.2,118.5,39138.5
wheat,meher,Amhara,2024,15.95,526.4,12.8,129.2,38134.6
wheat,meher,Amhara,2023,17.41,1686.2,27.8,111.4,50813.5
sorghum,meher,Amhara,2016,1.37,475.5,14.6,35.1,2678.6
sesame,belg,Tigray,2021,2.73,1665.1,22.7,126.3,3690.4
chickpea,belg,Oromia,2015,11.18,1526.7,14.7,76.7,17016.7
sorghum,belg,SNNPR,2018,13.0,427.6,22.8,9.5,24983.7
chickpea,belg,Tigray,2023,13.01,592.5,17.7,173.3,14587.3
maize,meher,Oromia,2018,14.8,1791.9,21.4,150.3,51562.2
wheat,meher,SNNPR,2019,18.9,1728.7,24.7,87.5,56956.2
teff,belg,Tigray,2021,8.73,438.0,10.3,129.5,13301.3
coffee,belg,Oromia,2016,14.23,1637.7,33.6,197.4,24212.7
coffee,meher,Tigray,2024,16.45,1674.5,16.7,123.7,24362.7
teff,meher,SNNPR,2023,15.32,944.8,23.7,58.8,28428.0
sesame,meher,Tigray,2024,9.45,323.1,15.9,86.7,6945.2
maize,belg,Sidama,2022,15.74,409.0,10.8,160.6,45113.0
maize,belg,Tigray,2015,14.02,655.1,10.6,17.4,45030.4
sesame,belg,Tigray,2023,11.76,1546.6,14.7,2.9,12093.9
teff,belg,Amhara,2016,15.79,841.8,22.8,194.3,30801.8
maize,belg,Tigray,2022,6.17,435.3,28.7,97.7,18309.6
maize,meher,Sidama,2023,3.32,437.9,27.8,80.6,11196.7
wheat,belg,SNNPR,2017,3.67,1204.7,21.9,102.4,10726.8
barley,belg,SNNPR,2017,2.55,1130.3,27.0,74.6,5314.1
teff,belg,Tigray,2023,2.97,1567.4,13.5,168.9,5396.7
teff,meher,Oromia,2021,4.78,1356.2,18.6,55.0,10148.5
teff,belg,Amhara,2018,16.63,717.7,31.6,198.4,21852.6
coffee,belg,Oromia,2015,2.23,1080.3,33.6,163.4,2766.8
wheat,meher,Afar,2019,14.48,660.6,13.4,83.9,25775.1
coffee,meher,Tigray,2016,1.65,827.1,24.1,139.6,2359.1
teff,meher,Oromia,2024,7.75,301.5,14.5,92.8,12734.9
maize,belg,Amhara,2021,2.08,1620.2,28.6,45.5,4737.2
chickpea,meher,Sidama,2017,4.39,349.2,11.8,86.0,4260.8
chickpea,belg,Afar,2016,17.61,1161.0,17.8,142.3,27529.6
barley,meher,Afar,2017,16.05,1082.9,20.3,111.1,36707.9
coffee,meher,Sidama,2019,5.94,1008.3,12.9,167.3,9055.6
maize,meher,Tigray,2018,16.19,1516.4,12.1,180.3,60881.7
barley,belg,Oromia,2017,7.36,1142.2,25.3,44.4,13956.1
wheat,meher,Tigray,2019,4.66,1622.5,29.8,72.0,12902.7
sorghum,belg,Amhara,2021,10.83,908.4,16.8,109.1,29755.5
teff,belg,Tigray,2018,11.97,628.5,27.9,50.3,16548.3
sorghum,belg,Amhara,2020,16.1,873.9,34.5,181.6,42711.7
barley,belg,Amhara,2023,1.42,801.0,21.1,88.9,2832.5
coffee,belg,Sidama,2020,7.37,846.3,19.9,41.2,7611.0
wheat,meher,Sidama,2015,11.05,800.0,29.1,21.4,19768.2
teff,meher,Amhara,2016,19.05,1795.2,21.6,101.5,41154.4
